p_pass,p_blow,p_neither,med_days_to_resolve,avg_final_pnl,phase,dd,mode,policy,pnl_per_10d
0.2836,0.7164,-1.1102230246251565e-16,7.0,375.6762231399536,eval_60d,3000,intraday,fixed1,
0.2896,0.7104,-1.1102230246251565e-16,3.0,306.62303186950686,eval_60d,3000,intraday,fixed2,
0.274,0.726,0.0,2.0,189.05334503326415,eval_60d,3000,intraday,fixed3,
0.3046,0.6954,0.0,1.0,283.03000523376465,eval_60d,3000,intraday,fixed5,
0.327,0.673,0.0,1.0,337.8473608379364,eval_60d,3000,intraday,fixed8,
0.4594,0.5396,0.0010000000000000009,12.0,532.042816003418,eval_60d,3000,eod,fixed1,
0.5094,0.4906,5.551115123125783e-17,5.0,396.2758599609375,eval_60d,3000,eod,fixed2,
0.5354,0.4646,0.0,3.0,135.1445868041992,eval_60d,3000,eod,fixed3,
0.6362,0.3638,0.0,2.0,536.1187919799804,eval_60d,3000,eod,fixed5,
0.6678,0.3322,5.551115123125783e-17,2.0,415.3911854736328,eval_60d,3000,eod,fixed8,
0.3954,0.6044,0.00019999999999997797,11.0,506.8519789306641,eval_60d,4000,intraday,fixed1,
0.372,0.628,0.0,4.0,295.9953443786621,eval_60d,4000,intraday,fixed2,
0.3882,0.6118,0.0,3.0,339.0700847122192,eval_60d,4000,intraday,fixed3,
0.3954,0.6046,0.0,2.0,322.10860491714476,eval_60d,4000,intraday,fixed5,
0.4194,0.5806,0.0,1.0,409.8334416885376,eval_60d,4000,intraday,fixed8,
0.531,0.4586,0.010399999999999965,14.0,659.4728097503662,eval_60d,4000,eod,fixed1,
0.5722,0.4278,-5.551115123125783e-17,6.0,482.3448513305664,eval_60d,4000,eod,fixed2,
0.5828,0.4172,0.0,3.0,193.1234276611328,eval_60d,4000,eod,fixed3,
0.6686,0.3314,5.551115123125783e-17,2.0,576.0798895996094,eval_60d,4000,eod,fixed5,
0.6928,0.3072,5.551115123125783e-17,2.0,459.4795043457031,eval_60d,4000,eod,fixed8,
0.4818,0.5132,0.0050000000000000044,14.0,605.5075753479003,eval_60d,5000,intraday,fixed1,
0.4468,0.5532,0.0,5.0,319.53197510986325,eval_60d,5000,intraday,fixed2,
0.45,0.55,0.0,3.0,268.34232243652343,eval_60d,5000,intraday,fixed3,
0.471,0.529,0.0,2.0,414.71900004882815,eval_60d,5000,intraday,fixed5,
0.4876,0.5124,0.0,2.0,497.4841629272461,eval_60d,5000,intraday,fixed8,
0.5778,0.3954,0.026800000000000046,17.0,731.4498927032471,eval_60d,5000,eod,fixed1,
0.6234,0.3766,5.551115123125783e-17,6.0,592.2692751220703,eval_60d,5000,eod,fixed2,
0.6274,0.3726,5.551115123125783e-17,4.0,300.72833525390627,eval_60d,5000,eod,fixed3,
0.688,0.312,5.551115123125783e-17,2.0,563.5477884277344,eval_60d,5000,eod,fixed5,
0.721,0.279,0.0,2.0,498.035980859375,eval_60d,5000,eod,fixed8,
0.0,1.0,0.0,7.0,356.22207591400144,funded60d,2500,intraday,fixed1,59.37034598566691
0.0,1.0,0.0,3.0,308.0399052677154,funded60d,2500,intraday,fixed2,51.3399842112859
0.0,1.0,0.0,2.0,199.83858258476258,funded60d,2500,intraday,fixed3,33.30643043079376
0.0,1.0,0.0,1.0,252.6749975921631,funded60d,2500,intraday,fixed5,42.11249959869385
0.0,0.9646,0.03539999999999999,16.0,681.2466539627076,funded60d,2500,eod,fixed1,113.54110899378459
0.0,0.9984,0.0016000000000000458,7.0,666.5482595764161,funded60d,2500,eod,fixed2,111.09137659606934
0.0,0.9998,0.00019999999999997797,5.0,617.9827242919922,funded60d,2500,eod,fixed3,102.99712071533203
0.0,1.0,0.0,4.0,763.7426863708496,funded60d,2500,eod,fixed5,127.29044772847493
0.0,0.999,0.0010000000000000009,9.0,418.0823523788452,funded60d,3000,intraday,fixed1,69.68039206314087
0.0,1.0,0.0,3.0,361.13169943237307,funded60d,3000,intraday,fixed2,60.18861657206218
0.0,1.0,0.0,2.0,179.42689040985107,funded60d,3000,intraday,fixed3,29.904481734975178
0.0,1.0,0.0,2.0,247.55660342712403,funded60d,3000,intraday,fixed5,41.25943390452067
0.0,0.9314,0.0686,19.0,796.4659384643554,funded60d,3000,eod,fixed1,132.74432307739258
0.0,0.9976,0.0023999999999999577,9.0,777.9834557006836,funded60d,3000,eod,fixed2,129.66390928344728
0.0,0.9998,0.00019999999999997797,6.0,720.9215941894531,funded60d,3000,eod,fixed3,120.15359903157552
0.0,1.0,0.0,4.0,855.8822836608887,funded60d,3000,eod,fixed5,142.6470472768148
0.0,0.9796,0.020399999999999974,15.0,650.2482516616822,funded60d,4000,intraday,fixed1,108.37470861028036
0.0,1.0,0.0,5.0,425.318793258667,funded60d,4000,intraday,fixed2,70.88646554311116
0.0,1.0,0.0,3.0,491.5499345214844,funded60d,4000,intraday,fixed3,81.92498908691407
0.0,1.0,0.0,2.0,365.52120409011843,funded60d,4000,intraday,fixed5,60.9202006816864
0.0,0.8378,0.1622,27.0,1095.4724041992188,funded60d,4000,eod,fixed1,182.57873403320312
0.0,0.9888,0.011199999999999988,12.0,980.1287925964356,funded60d,4000,eod,fixed2,163.3547987660726
0.0,0.9982,0.0018000000000000238,8.0,1039.093148071289,funded60d,4000,eod,fixed3,173.18219134521485
0.0,1.0,0.0,5.0,848.9773789794922,funded60d,4000,eod,fixed5,141.49622982991536
0.0,0.9112,0.08879999999999999,21.0,953.9281639617919,funded60d,5000,intraday,fixed1,158.98802732696532
0.0,0.9998,0.00019999999999997797,7.0,623.1193030532837,funded60d,5000,intraday,fixed2,103.85321717554729
0.0,1.0,0.0,4.0,559.0032928390503,funded60d,5000,intraday,fixed3,93.16721547317506
0.0,1.0,0.0,2.0,678.896405859375,funded60d,5000,intraday,fixed5,113.1494009765625
0.0,0.717,0.28300000000000003,38.0,1376.4291352386474,funded60d,5000,eod,fixed1,229.4048558731079
0.0,0.968,0.03200000000000003,15.0,1098.0429893310547,funded60d,5000,eod,fixed2,183.00716488850912
0.0,0.9966,0.0033999999999999586,9.0,1210.7600243164063,funded60d,5000,eod,fixed3,201.79333738606772
0.0,1.0,0.0,6.0,1094.566374597168,funded60d,5000,eod,fixed5,182.42772909952802
