date,net_pts,round_trips,net_usd
2018-04-27,-4.375999999999964,1,-218.7999999999982
2018-04-30,-10.828899199064063,7,-541.4449599532031
2018-05-01,-14.279526502844824,4,-713.9763251422412
2018-05-02,-7.9593806126039865,4,-397.9690306301993
2018-05-03,-2.529003415541384,2,-126.45017077706919
2018-05-04,30.935606623813115,1,1546.7803311906557
2018-05-07,-4.375999999999964,1,-218.7999999999982
2018-05-08,0.0,0,0.0
2018-05-09,7.072530793554746,1,353.6265396777373
2018-05-10,-0.7233450413097483,5,-36.16725206548742
2018-05-11,-5.002409154059908,2,-250.1204577029954
2018-05-14,0.0,0,0.0
2018-05-15,-24.774174646662132,8,-1238.7087323331066
2018-05-16,-6.11717422608054,3,-305.858711304027
2018-05-17,-3.5563314607970566,2,-177.81657303985284
2018-05-18,0.0,0,0.0
2018-05-21,-8.677401822418663,2,-433.8700911209331
2018-05-22,-2.766821696433213,1,-138.34108482166064
2018-05-23,0.0,0,0.0
2018-05-24,-7.1668690237722394,3,-358.343451188612
2018-05-25,0.0,0,0.0
2018-05-28,0.0,0,0.0
2018-05-29,8.444066269047438,1,422.2033134523719
