level,hour_bucket,n,p_beyond,p_behind,p_last,p_ambig,avg_min_to_beyond,med_min_to_beyond,avg_min_to_behind,med_min_to_behind
+1.50,12:00-13:00,16,0.4375,0.5,0.0,0.0625,24.428571428571427,24.0,28.5,18.0
+1.50,13:00-14:00,17,0.4117647058823529,0.47058823529411764,0.058823529411764705,0.058823529411764705,45.0,18.0,40.5,42.0
+1.50,14:00-15:00,28,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.0,29.25,31.5,15.9,6.0
+1.50,15:00-16:00,47,0.425531914893617,0.3404255319148936,0.23404255319148937,0.0,12.0,7.5,10.5,9.0
+1.618,09:30-10:00,13,0.38461538461538464,0.46153846153846156,0.0,0.15384615384615385,12.6,3.0,5.0,0.0
+1.618,10:00-11:00,14,0.42857142857142855,0.5714285714285714,0.0,0.0,77.5,45.0,26.25,9.0
+1.618,11:00-12:00,11,0.45454545454545453,0.5454545454545454,0.0,0.0,19.2,24.0,50.0,7.5
+1.618,12:00-13:00,10,0.5,0.5,0.0,0.0,38.4,27.0,22.2,0.0
+1.618,13:00-14:00,9,0.1111111111111111,0.8888888888888888,0.0,0.0,81.0,81.0,25.125,10.5
+1.618,14:00-15:00,19,0.5263157894736842,0.3684210526315789,0.05263157894736842,0.05263157894736842,25.5,19.5,33.42857142857143,27.0
+1.618,15:00-16:00,42,0.4523809523809524,0.35714285714285715,0.19047619047619047,0.0,12.0,9.0,8.8,6.0
+1.786,09:30-10:00,7,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,57.0,54.0,0.0,0.0
+1.786,10:00-11:00,6,0.5,0.5,0.0,0.0,48.0,66.0,136.0,162.0
+1.786,11:00-12:00,6,0.3333333333333333,0.6666666666666666,0.0,0.0,126.0,126.0,69.75,73.5
+1.786,12:00-13:00,8,0.375,0.5,0.125,0.0,63.0,42.0,77.25,78.0
+1.786,13:00-14:00,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,117.0,117.0,33.0,33.0
+1.786,14:00-15:00,11,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.0,15.0,15.0,22.285714285714285,21.0
+1.786,15:00-16:00,29,0.1724137931034483,0.3103448275862069,0.4827586206896552,0.034482758620689655,12.6,9.0,15.0,15.0
+2.00,09:30-10:00,4,0.25,0.75,0.0,0.0,6.0,6.0,15.0,0.0
+2.00,10:00-11:00,4,0.5,0.5,0.0,0.0,25.5,25.5,58.5,58.5
+2.00,11:00-12:00,3,0.6666666666666666,0.3333333333333333,0.0,0.0,73.5,73.5,177.0,177.0
+2.00,12:00-13:00,2,0.5,0.5,0.0,0.0,9.0,9.0,6.0,6.0
+2.00,13:00-14:00,2,0.0,1.0,0.0,0.0,,,49.5,49.5
+2.00,14:00-15:00,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.0,3.0,24.0,24.0
+2.00,15:00-16:00,13,0.07692307692307693,0.46153846153846156,0.46153846153846156,0.0,9.0,9.0,12.0,7.5
